SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,Lat,Long
VN753,6301 N SYLMAR AVE,Single-Space,FLAT,$1.00 ,2HR,34.184905,-118.446599
WF496,7901 W 3RD ST,Single-Space,FLAT,$1.00 ,2HR,34.071863,-118.36321
MM499,300 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.068366,-118.343904
WS358,1800 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.048515,-118.435604
CC876,301 S FLOWER ST,Single-Space,TOD,$4.00 - $6.00,2HR,34.053591,-118.254369
MM166,600 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.064275,-118.343895
SG3,7401 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098123,-118.352089
CC319A,201 N FIGUEROA ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.059051,-118.250402
WA1194,2200 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,4HR,34.059,-118.277334
SL607,1401 GLENDALE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.08128,-118.260305
CB272,1301 S BROADWAY,Single-Space,FLAT,$0.50 ,4HR,34.035879,-118.262302
PB329,1401 S BURNSIDE AVE,Single-Space,FLAT,$1.00 ,2HR,34.04806,-118.354938
WW1265,3700 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068938,-118.297413
WW1933,700 ARDMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.058024,-118.301917
PR376,1101 S BEVERLY DR,Single-Space,FLAT,$1.00 ,2HR,34.056686,-118.396495
VH82A,4601 RUSSELL AVE,Single-Space,FLAT,$1.00 ,1HR,34.104565,-118.29126
ED238,700 E 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.032526,-118.251109
W182,5300 W CENTURY BLVD,Single-Space,FLAT,$1.00 ,2HR,33.945155,-118.372513
SS319,11700 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.042851,-118.457822
MD564,1300 SAN PABLO ST,Single-Space,FLAT,$1.00 ,4HR,34.060589,-118.203736
AE144A,200 HEWITT ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.046489,-118.236048
CC1143,501 W CESAR E CHAVEZ BLVD,Single-Space,FLAT,$0.50 ,4HR,34.059589,-118.241876
WA1484,1301 CONSTANCE ST,Single-Space,FLAT,$1.00 ,2HR,34.044463,-118.278386
WB653,2300 S HILL ST,Single-Space,FLAT,$0.50 ,4HR,34.027957,-118.26929
MM167,600 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.064351,-118.343897
SL406,3200 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.085543,-118.275031
CB1843,200 E WINSTON ST,Single-Space,TOD,$3.00 - $5.00,2HR,34.046344,-118.246742
BH228,301 MATHEWS ST,Single-Space,FLAT,$1.00 ,2HR,34.045572,-118.207033
LM368,7200 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083418,-118.346997
WW1496,1200 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.048716,-118.308946
WW2559,200 ARDMORE AVE,Single-Space,FLAT,$1.00 ,1HR,34.076019,-118.301842
PB68,5101 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048189,-118.350652
CS103,5300 S CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,2HR,33.9938,-118.330548
WA1020,1801 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.05048,-118.276825
CB3930A,400 S WALL ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.045051,-118.245561
HW11A,1301 N WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.096604,-118.309336
WW2135,3600 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061613,-118.306025
SS183,11601 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.044441,-118.454783
MM532,301 S LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.067742,-118.344146
CB1319A,1101 S GRAND AVE,Single-Space,TOD,$1.00 - $2.00,4HR,34.04095,-118.262668
WU1202,1401 SHATTO ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.055062,-118.267051
BW82,151 S BARRINGTON PL,Single-Space,FLAT,$2.00 ,1HR,34.064627,-118.468827
WP10,301 WASHINGTON BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,33.980449,-118.464657
WW1243,4000 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068913,-118.302126
CB2610,400 E 8TH ST,Single-Space,TOD,$2.00 - $5.00,2HR,34.040191,-118.250596
MM786,5600 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.062264,-118.351157
CB3338,100 W 9TH ST,Single-Space,FLAT,$5.00 ,2HR,34.042115,-118.255872
PR438,1401 S GLENVILLE DR,Single-Space,FLAT,$1.00 ,1HR,34.055018,-118.393237
WV665,10800 W WEYBURN AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.062499,-118.444827
PM120,3700 S CLARINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.022957,-118.400583
VW1614,2601 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047328,-118.295182
GA213,3900 REVERE AVE,Single-Space,FLAT,$1.00 ,2HR,34.125688,-118.263643
PC134,3700 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.047319,-118.322087
BF145H,7801 W ROSEWOOD AVE,Single-Space,FLAT,$1.00 ,2HR,34.080241,-118.360987
SG254,1501 N FULLER AVE,Single-Space,FLAT,$1.00 ,2HR,34.098307,-118.349022
CB4225,1000 S WALL ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.036592,-118.25398
VW430,650 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.00 ,2HR,34.060552,-118.292822
PR290,1501 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,1HR,34.051115,-118.384362
YO21,1301 AVENUE 51,Single-Space,FLAT,$1.00 ,1HR,34.121694,-118.204664
WU775,1500 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.050608,-118.272898
GA23A,3101 GLENDALE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.117745,-118.261412
WW2477,4101 BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.076376,-118.299203
L253,501 N LARCHMONT BLVD,Single-Space,FLAT,$1.00 ,2HR,34.079531,-118.323776
CT60D,200 W ORD ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.059883,-118.238192
LM486,300 N ALTA VISTA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.076543,-118.347372
CB2391,1100 S SAN PEDRO ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.034332,-118.252697
SL240,2701 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.081854,-118.271613
CS29A,5401 S CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,2HR,33.991825,-118.33106
CB2787,101 E OLYMPIC BLVD,Single-Space,TOD,$0.50 - $5.00,2HR,34.040128,-118.25619
SL122A,2500 HYPERION AVE,Single-Space,FLAT,$1.00 ,2HR,34.104513,-118.27307
VW1979,3200 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061685,-118.292557
WS79,10800 W ROCHESTER AVE,Single-Space,FLAT,$1.00 ,2HR,34.056205,-118.441902
PC47,4501 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048633,-118.334048
WB123,101 W 21ST ST,Single-Space,JUMP,$0.50/H - $2.00/6H,6HR,34.02978,-118.267746
PR173,1400 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,2HR,34.052574,-118.383917
LM421,501 N LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.080627,-118.344169
CB4118,601 E 15TH ST,Single-Space,FLAT,$0.50 ,4HR,34.030909,-118.255626
LM325,7400 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083516,-118.351544
SL399,3200 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.085961,-118.275229
WW1750,650 SERRANO AVE,Single-Space,FLAT,$1.00 ,1HR,34.061349,-118.306522
WV220,10900 W WEYBURN AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.062503,-118.446136
LT427A,301 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,34.044997,-118.239758
CB2350,1501 S SAN PEDRO ST,Single-Space,FLAT,$0.50 ,4HR,34.030447,-118.255711
93226,3820 SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.091194,-118.279315
SV946,6201 W AFTON PL,Single-Space,TOD,$0.50 - $1.00,2HR,34.095325,-118.326354
C399,400 37TH PL,Single-Space,FLAT,$1.00 ,4HR,34.01722,-118.281996
WA832,2200 7TH ST,Single-Space,FLAT,$1.00 ,1HR,34.05727,-118.278806
WW2196,1500 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.044929,-118.308926
56114,10265 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.059678,-118.421234
WA998,2100 OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.051994,-118.280779
WP116,400 WASHINGTON BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,33.982109,-118.461604
P29,15301 W ANTIOCH ST,Single-Space,FLAT,$1.00 ,2HR,34.047051,-118.52618
SP875,601 BEACON ST,Single-Space,FLAT,$0.50 ,2HR,33.738141,-118.280503
WA812C,2600 7TH ST,Single-Space,FLAT,$1.00 ,1HR,34.058944,-118.282558
LM338,601 N FULLER AVE,Single-Space,FLAT,$1.00 ,2HR,34.083362,-118.349882
WW914,601 KINGSLEY DR,Single-Space,FLAT,$1.00 ,4HR,34.062803,-118.302929
56414,10910 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.049064,-118.438484
BF628,8401 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083371,-118.373756
CB573,300 E 12TH ST,Single-Space,TOD,$3.00 - $4.00,2HR,34.035825,-118.25674
WA867,650 PARK VIEW ST,Single-Space,FLAT,$1.00 ,2HR,34.058443,-118.280174
WA976,2100 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.053632,-118.279525
SP873,601 BEACON ST,Single-Space,FLAT,$0.50 ,2HR,33.738456,-118.280468
BF402,8001 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,2HR,34.076194,-118.364303
WS233,1801 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.049179,-118.436432
SV734,6900 W SUNSET BLVD,Single-Space,FLAT,$0.50 ,2HR,34.097871,-118.340976
RS94,2701 S ROBERTSON BLVD,Single-Space,FLAT,$1.00 ,1HR,34.037068,-118.388836
PB261,5650 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.050375,-118.361906
LH215,2401 BROADWAY,Single-Space,FLAT,$1.00 ,1HR,34.073737,-118.216192
P247,801 N SWARTHMORE AVE,Single-Space,FLAT,$1.00 ,2HR,34.045778,-118.526284
WSV115,12101 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.043743,-118.468109
82803,2 WASHINGTON BLVD,Multi-Space,TOD,$1.00 - $1.50,2HR,33.979034,-118.466718
AE388,701 TEMPLE ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.050132,-118.232502
CC782,201 N FREMONT AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.059496,-118.251775
ED205B,751 E 12TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.032662,-118.251103
L136,200 N LARCHMONT BLVD,Single-Space,FLAT,$1.00 ,2HR,34.075544,-118.323522
BH262,1800 1ST ST,Single-Space,FLAT,$1.00 ,30MIN,34.046863,-118.218361
VS33A,4600 FOUNTAIN AVE,Single-Space,FLAT,$1.00 ,2HR,34.095562,-118.289844
VS536,4701 LEXINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.093503,-118.29233
93224,3820 SUNSET BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.091293,-118.279416
RA60,101 N ROBERTSON BLVD,Single-Space,FLAT,$2.00 ,2HR,34.075517,-118.383828
SL341,4200 FOUNTAIN AVE,Single-Space,FLAT,$1.00 ,4HR,34.095719,-118.281958
SV274,1400 N CAHUENGA BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.097002,-118.329409
BF403,8001 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,2HR,34.076193,-118.364396
VW1967,1301 VENICE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.043446,-118.283126
CB3786,500 S LOS ANGELES ST,Single-Space,TOD,$4.00 - $6.00,2HR,34.045044,-118.248405
MM58A,701 S MASSELIN AVE,Single-Space,FLAT,$1.00 ,2HR,34.062006,-118.352823
AE53,200 GAREY ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.047002,-118.235083
56139,10423 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.057137,-118.424945
ED619,750 E 10TH ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.034477,-118.250356
SV437,1300 N VINE ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.095778,-118.326528
WS51,1500 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.053773,-118.44028
CC913,601 W CESAR E CHAVEZ BLVD,Single-Space,FLAT,$0.50 ,4HR,34.060343,-118.243227
SP636,501 CENTRE ST,Single-Space,FLAT,$0.50 ,2HR,33.739121,-118.283601
WS533,1801 S PONTIUS AVE,Single-Space,FLAT,$1.00 ,2HR,34.044299,-118.44229
ER84,5000 EAGLE ROCK BLVD,Single-Space,FLAT,$1.00 ,1HR,34.137719,-118.214308
CB555,301 E PICO BLVD,Single-Space,FLAT,$0.50 ,2HR,34.034938,-118.257777
56200,11038 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.047902,-118.442764
PM134,10101 W NORTH VENICE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.022133,-118.401243
LM577B,7200 W BEVERLY BLVD,Single-Space,FLAT,$1.00 ,1HR,34.076055,-118.348012
SV42,1501 N IVAR AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.098706,-118.328818
WW1778,500 ALEXANDRIA AVE,Single-Space,FLAT,$1.00 ,2HR,34.064193,-118.297845
VH256,4500 HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098934,-118.288469
SH336,6400 W SANTA MONICA BLVD,Single-Space,FLAT,$0.50 ,2HR,34.090648,-118.330219
CB1198A,1000 S OLIVE ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.041248,-118.260395
WW231,101 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.071997,-118.309228
ED585,400 S GLADYS AVE,Single-Space,FLAT,$0.50 ,4HR,34.04249,-118.240034
L139,200 N LARCHMONT BLVD,Single-Space,FLAT,$1.00 ,2HR,34.075634,-118.32352
WS223,1701 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.051492,-118.438653
CC796A,101 N FREMONT AVE,Single-Space,TOD,$0.50 - $2.00,4HR,34.058897,-118.252763
SH392,6200 W SANTA MONICA BLVD,Single-Space,FLAT,$0.50 ,2HR,34.090666,-118.324789
CC946B,901 W SUNSET BLVD,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.063717,-118.247376
WV207,1000 S BROXTON AVE,Single-Space,TOD,$0.50 - $1.50,2HR,34.061174,-118.445915
WU665,1501 8TH ST,Single-Space,FLAT,$1.00 ,1HR,34.051666,-118.270639
LM223,801 N LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.085809,-118.344179
ED456,1000 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,34.031175,-118.244521
WA1137,2101 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,4HR,34.058886,-118.276772
C455,500 33RD ST,Single-Space,FLAT,$1.00 ,2HR,34.022606,-118.278574
WW1593,3300 8TH ST,Single-Space,FLAT,$1.00 ,1HR,34.057607,-118.302846
WV490,10801 W LE CONTE AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.063785,-118.443234
HO927,6201 W SELMA AVE,Single-Space,FLAT,$1.50 ,2HR,34.09987,-118.32427
CB3048,200 E 4TH ST,Single-Space,TOD,$2.00 - $4.00,2HR,34.047003,-118.245906
WA1725,201 LAKE ST,Single-Space,FLAT,$1.00 ,2HR,34.06513,-118.272687
C33A,1400 29TH ST,Single-Space,FLAT,$1.00 ,1HR,34.028617,-118.291873
WA888,650 PARK VIEW ST,Single-Space,FLAT,$1.00 ,2HR,34.059096,-118.279752
WS324A,2000 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.046045,-118.433472
CB1619,900 S FIGUEROA ST,Single-Space,TOD,$5.00 - $6.00,4HR,34.045558,-118.263285
CB541,1200 S MAPLE AVE,Single-Space,TOD,$4.00 - $5.00,2HR,34.035108,-118.256674
MM130,701 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.060994,-118.34462
VH225,4500 AMBROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.10991,-118.28774
PB164,5651 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.050576,-118.361858
HW274,5001 W HOLLYWOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.101852,-118.298743
ED447,1100 E PICO BLVD,Single-Space,JUMP,$0.50/H - $2.00/10H,10HR,34.029571,-118.246693
66203,7074 W HOLLYWOOD BLVD,Multi-Space,TOD,$0.50 - $2.00,2HR,34.101443,-118.344314
LM119,701 N MANSFIELD AVE,Single-Space,FLAT,$1.00 ,2HR,34.083747,-118.340678
CB3542,300 E 15TH ST,Single-Space,FLAT,$0.50 ,4HR,34.032604,-118.259142
HO664,1700 N CHEROKEE AVE,Single-Space,TOD,$1.50 - $3.00,2HR,34.102771,-118.334685
BF293,7900 W WARING AVE,Single-Space,FLAT,$1.00 ,1HR,34.085485,-118.361853
VW586,600 WESTMORELAND AVE,Single-Space,FLAT,$1.00 ,1HR,34.06268,-118.288344
LC41,8400 W WILLOUGHBY AVE,Single-Space,FLAT,$1.00 ,2HR,34.086954,-118.375944
WV592,1000 S HILGARD AVE,Single-Space,FLAT,$0.50 ,2HR,34.060828,-118.441684
LM720,200 N LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.074941,-118.343915
WS463,1501 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.049802,-118.446317
SVV502,4600 WILLOW BROOK AVE,Single-Space,JUMP,$1.00/H - $4.00/6H,6HR,34.089379,-118.293389
VN1171,6800 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.19625,-118.448544
WS442A,1500 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.049397,-118.445646
SVV278,1000 EDGEMONT ST,Single-Space,FLAT,$1.00 ,1HR,34.090597,-118.295975
LM106,700 N CITRUS AVE,Single-Space,FLAT,$1.00 ,2HR,34.08379,-118.339611
WW1714,601 SERRANO AVE,Single-Space,FLAT,$1.00 ,1HR,34.062292,-118.306671
PC49,4501 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.048651,-118.3342
CB561,1200 S SANTEE ST,Single-Space,TOD,$1.00 - $5.00,2HR,34.035507,-118.25788
SG31,7551 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098137,-118.354239
SA249,1301 LAVETA TER,Single-Space,FLAT,$1.00 ,1HR,34.076604,-118.256096
BW60A,11601 W CHAYOTE ST,Single-Space,FLAT,$2.00 ,1HR,34.065604,-118.469544
CB2274,1100 S SAN JULIAN ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.034812,-118.253902
VW562,501 VIRGIL AVE,Single-Space,FLAT,$1.00 ,2HR,34.064592,-118.287154
AE358,700 BANNING ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.049154,-118.233013
MV139,3800 S CENTINELA AVE,Single-Space,FLAT,$1.00 ,1HR,34.002551,-118.432562
CC883,100 N FIGUEROA ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.057995,-118.251601
WA1751,2100 VALLEY ST,Single-Space,FLAT,$1.00 ,4HR,34.064879,-118.271766
VS31,4600 FOUNTAIN AVE,Single-Space,FLAT,$1.00 ,2HR,34.095526,-118.290857
LM371,7200 W MELROSE AVE,Single-Space,FLAT,$1.00 ,2HR,34.083408,-118.346619
CB2597,501 S FREMONT AVE,Single-Space,FLAT,$4.00 ,2HR,34.05215,-118.258664
PB358,1401 S MEADOWBROOK AVE,Single-Space,FLAT,$1.00 ,2HR,34.047626,-118.350648
CC322,201 N FIGUEROA ST,Single-Space,TOD,$0.50 - $1.50,2HR,34.058635,-118.251203
LM135,6901 W MELROSE AVE,Single-Space,FLAT,$1.00 ,1HR,34.083525,-118.342352
ED363,801 E PICO BLVD,Single-Space,FLAT,$0.50 ,4HR,34.031718,-118.251422
LH123,2400 WORKMAN ST,Single-Space,FLAT,$1.00 ,2HR,34.073898,-118.214296
WW243,4401 2ND ST,Single-Space,FLAT,$1.00 ,1HR,34.071201,-118.309635
MM311,601 S MASSELIN AVE,Single-Space,FLAT,$1.00 ,30MIN,34.063729,-118.352578
MD467,1901 ZONAL AVE,Single-Space,FLAT,$1.00 ,4HR,34.060838,-118.207781
C1226,900 30TH ST,Single-Space,FLAT,$1.00 ,4HR,34.026892,-118.282505
SW514,5400 W ROMAINE ST,Single-Space,FLAT,$1.00 ,2HR,34.08844,-118.309874
VW712,3201 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.061886,-118.293821
LT449,300 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,34.045743,-118.239446
BF138,400 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.079477,-118.361348
AE385,700 TEMPLE ST,Single-Space,FLAT,$1.00 ,2HR,34.050022,-118.232474
PC16,4101 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.04782,-118.325788
SS125,11300 W IDAHO AVE,Single-Space,FLAT,$1.00 ,2HR,34.045546,-118.44865
WS495,1601 S PONTIUS AVE,Single-Space,FLAT,$1.00 ,1HR,34.048446,-118.445866
CB1430,801 S HOPE ST,Single-Space,TOD,$1.50 - $6.00,2HR,34.045494,-118.260124
AE626,701 JACKSON ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.051038,-118.232471
HO662,1700 N CHEROKEE AVE,Single-Space,TOD,$1.50 - $3.00,2HR,34.101792,-118.33468
W202,10000 S GLASGOW PL,Single-Space,FLAT,$1.00 ,2HR,33.944225,-118.370919
VS309,5000 SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.098017,-118.299204
WS203,1501 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.053106,-118.440046
SV102,1501 N WILCOX AVE,Single-Space,TOD,$0.50 - $1.00,2HR,34.098679,-118.331107
VW1959,1700 HOOVER ST,Single-Space,FLAT,$1.00 ,1HR,34.042109,-118.28399
WB647,2301 S HILL ST,Single-Space,FLAT,$0.50 ,4HR,34.028048,-118.269477
WA139A,601 WESTLAKE AVE,Single-Space,FLAT,$1.00 ,1HR,34.057797,-118.274499
CB1223,1001 S OLIVE ST,Single-Space,FLAT,$0.50 ,4HR,34.041384,-118.260521
CB3304,401 W 9TH ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.043966,-118.258423
BF653,601 N FLORES ST,Single-Space,FLAT,$1.00 ,2HR,34.083366,-118.371302
66413,6550 W HOLLYWOOD BLVD,Multi-Space,TOD,$0.50 - $4.00,2HR,34.101495,-118.332868
WW1230,4100 3RD ST,Single-Space,FLAT,$1.00 ,1HR,34.068898,-118.304443
SV402,1301 N VINE ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.095563,-118.326768
SVV42,700 VERMONT AVE,Single-Space,FLAT,$1.00 ,2HR,34.084875,-118.291596
CB1850,200 E WINSTON ST,Single-Space,TOD,$3.00 - $5.00,2HR,34.045557,-118.245457
SL597,2100 BERKELEY AVE,Single-Space,FLAT,$1.00 ,2HR,34.083699,-118.260522
P152,15101 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,2HR,34.045471,-118.523354
BF754,700 N CRESCENT HEIGHTS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.084528,-118.365801
CB4474,701 S BROADWAY,Single-Space,TOD,$5.00 - $6.00,2HR,34.044214,-118.254395
C124A,1100 36TH ST,Single-Space,FLAT,$1.00 ,1HR,34.023051,-118.29188
PR275,9000 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.055169,-118.388434
MM592,701 S GENESEE AVE,Single-Space,FLAT,$1.00 ,2HR,34.061937,-118.359274
WW1551,800 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.056779,-118.308974
SS64,1501 S BUTLER AVE,Single-Space,FLAT,$1.00 ,15MIN,34.046084,-118.452489
CB1036,1101 S MAIN ST,Single-Space,TOD,$0.50 - $1.00,4HR,34.038215,-118.258989
LT339,300 S OMAR AVE,Single-Space,TOD,$0.50 - $1.00,4HR,34.04571,-118.241842
BF52,301 N FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.077322,-118.361544
LM647,101 S LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.072248,-118.344153
WW2232,1301 HOBART BLVD,Single-Space,FLAT,$1.00 ,2HR,34.046909,-118.305371
56484,10784 W SANTA MONICA BLVD,Multi-Space,FLAT,$1.00 ,2HR,34.050378,-118.434173
WA1508,1301 TOBERMAN ST,Single-Space,FLAT,$1.00 ,2HR,34.043808,-118.276171
LT213A,301 E 3RD ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.047691,-118.243058
SS117,11300 W SANTA MONICA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.046179,-118.449107
C996,3400 VERMONT AVE,Single-Space,FLAT,$1.00 ,4HR,34.02497,-118.291403
VW94,2900 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.055879,-118.292438
VW1480,3200 4TH ST,Single-Space,FLAT,$1.00 ,2HR,34.06687,-118.290454
P202,900 N MONUMENT ST,Single-Space,FLAT,$1.00 ,15MIN,34.046354,-118.524001
HW11,1301 N WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.096659,-118.309336
LH208,2401 DALY ST,Single-Space,FLAT,$1.00 ,1HR,34.074242,-118.215737
MM546,501 S LA BREA AVE,Single-Space,FLAT,$1.00 ,1HR,34.065722,-118.344143
RA94,301 S ROBERTSON BLVD,Single-Space,FLAT,$2.00 ,2HR,34.072562,-118.383857
VW447,651 WESTMORELAND AVE,Single-Space,FLAT,$1.00 ,1HR,34.061268,-118.289182
MV131,12400 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.003133,-118.434303
VN388,6200 N VESPER AVE,Single-Space,FLAT,$1.00 ,2HR,34.183802,-118.450833
LP63,4601 S CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,4HR,34.001601,-118.331038
CB318,1300 S BROADWAY,Single-Space,FLAT,$0.50 ,4HR,34.035909,-118.26204
SL118,3600 TRACY ST,Single-Space,FLAT,$1.00 ,2HR,34.103614,-118.272471
CB3508,101 W 14TH PL,Single-Space,FLAT,$0.50 ,4HR,34.035859,-118.261086
WW1176,3601 6TH ST,Single-Space,FLAT,$1.00 ,2HR,34.063641,-118.302281
VN488,6301 N VESPER AVE,Single-Space,FLAT,$1.00 ,2HR,34.184921,-118.450965
CB2102,401 E 12TH ST,Single-Space,TOD,$1.00 - $2.00,2HR,34.035183,-118.255506
